chr7	154995523	154996760	lnc-INSIG1-3:1	0.0	+	154995524	154996760	0,0,0	3	122,127,11,	0,423,1226,
chr11	62178649	62179162	lnc-AHNAK-1:1	0.0	-	62178650	62179162	0,0,0	2	123,89,	0,424,
chr18	57053838	57056221	lnc-LMAN1-1:1	0.0	-	57053839	57056221	0,0,0	2	178,97,	0,2286,
chr12	5641075	5643050	lnc-VWF-3:1	0.0	-	5641076	5643050	0,0,0	2	205,54,	0,1921,
chr14	21338437	21341751	lnc-RNASE1-1:2	0.0	-	21338438	21341751	0,0,0	2	178,34,	0,3280,
chr1	203256897	203257662	lnc-BTG2-1:2	0.0	+	203256898	203257662	0,0,0	3	62,262,30,	0,219,735,
chr5	7326176	7326722	lnc-ADCY2-3:1	0.0	+	7326177	7326722	0,0,0	2	126,206,	0,340,
chr9	100568216	100572290	lnc-C9orf156-3:1	0.0	-	100568217	100572290	0,0,0	2	90,114,	0,3960,
chr21	39580228	39580554	lnc-DSCR8-1:2	0.0	+	39580229	39580554	0,0,0	1	326,	0,
chr3	23635940	23636774	lnc-UBE2E2-1:1	0.0	+	23635941	23636774	0,0,0	2	154,163,	0,671,
chr11	65273586	65273645	lnc-SCYL1-1:5	0.0	+	65273587	65273645	0,0,0	1	59,	0,
chr10	119243802	119304579	lnc-PDZD8-1:1	0.0	-	119243803	119304579	0,0,0	4	6620,90,72,504,	0,6619,6708,6779,
chr11	65190267	65213011	lnc-AP000769.1-2:2	0.0	+	65190268	65213011	0,0,0	1	22744,	0,
chr10	90751177	90752732	lnc-ACTA2-1:1	0.0	-	90751178	90752732	0,0,0	1	1555,	0,
chr13	70681343	70713885	lnc-BORA-4:1	0.0	+	70681344	70713885	0,0,0	5	530,159,102,172,514,	0,529,687,788,959,
chr8	67834163	67837777	lnc-TCF24-2:7	0.0	-	67834164	67837777	0,0,0	4	186,70,113,107,	0,185,254,366,
chr15	25361690	25367623	lnc-SNURF-3:1	0.0	+	25361691	25367623	0,0,0	3	972,116,3413,	0,971,1086,
chr5	149828967	149829258	lnc-NDST1-1:1	0.0	+	149828968	149829258	0,0,0	1	291,	0,
chr7	27240038	27246139	lnc-EVX1-3:2	0.0	+	27240039	27246139	0,0,0	6	102,878,185,798,1665,142,	0,101,978,1162,1959,3623,
chr7	116752344	116785614	lnc-WNT2-1:1	0.0	-	116752345	116785614	0,0,0	6	377,84,48,161,88,166,	22,398,481,528,688,775,
chr11	100999806	101069641	lnc-TMEM133-1:1	0.0	+	100999807	101069641	0,0,0	30	723,6,9,9,10,9,8,34,40,52,116,85,6,6,26,21,11,34,25,48,46,36,16,14,32,9,28,35,17,32,	0,722,727,735,743,752,760,768,801,842,893,1008,1092,1097,1102,1127,1147,1157,1190,1214,1261,1306,1341,1356,1369,1400,1408,1435,1469,1485,
chr2	47562452	47562653	lnc-EPCAM-1:2	0.0	+	47562453	47562653	0,0,0	1	201,	0,
chr1	28832453	28837404	lnc-RCC1-1:1	0.0	+	28832454	28837404	0,0,0	4	143,109,34,2064,	0,142,250,283,
chr2	193614569	193641625	lnc-OBFC2A-5:1	0.0	+	193614570	193641625	0,0,0	3	185,85,1323,	0,184,268,
chr8	123704459	123704784	lnc-DERL1-2:1	0.0	-	123704460	123704784	0,0,0	1	325,	0,
chr7	27186780	27193904	lnc-EVX1-5:3	0.0	+	27186781	27193904	0,0,0	4	251,108,191,1803,	0,250,357,552,
chr20	61732642	61735737	lnc-BIRC7-2:1	0.0	+	61732643	61735737	0,0,0	2	1964,832,	0,1963,
chr19	15939755	15946230	lnc-OR10H5-1:1	0.0	+	15939756	15946230	0,0,0	3	393,103,920,	0,392,494,
chr20	61726843	61733671	lnc-BHLHE23-2:3	0.0	-	61726844	61733671	0,0,0	2	692,206,	0,691,
chr9	129170052	129172783	lnc-ANGPTL2-3:1	0.0	-	129170053	129172783	0,0,0	1	2731,	0,
chr22	31365632	31375381	lnc-OSBP2-1:2	0.0	+	31365633	31375381	0,0,0	3	2133,748,4227,	0,2132,2879,
chr19	50631554	50631779	lnc-IZUMO2-2:1	0.0	-	50631555	50631779	0,0,0	2	10,114,	0,9,
chr9	21994788	22121096	lnc-MTAP-1:1	0.0	+	21994789	22121096	0,0,0	19	372,163,314,134,151,124,137,697,75,76,97,120,144,108,77,135,125,212,595,	0,371,533,846,979,1129,1252,1388,2084,2158,2233,2329,2448,2591,2698,2774,2908,3032,3243,
chr12	54356094	54362515	lnc-SMUG1-3:5	0.0	-	54356095	54362515	0,0,0	6	1814,54,125,103,127,116,	4,1817,1870,1994,2096,2222,
chr6	86386723	86388451	lnc-SYNCRIP-2:11	0.0	-	86386724	86388451	0,0,0	6	186,70,82,80,54,41,	17,202,271,352,431,484,
chr17	7571718	7590863	lnc-TP53-1:1	0.0	-	7571719	7590863	0,0,0	11	1290,108,75,138,111,114,185,280,23,103,170,	0,1289,1396,1470,1607,1717,1830,2014,2293,2315,2417,
chr6	52860416	52860749	lnc-FBXO9-1:1	0.0	+	52860417	52860749	0,0,0	1	333,	0,
chr11	62619458	62623360	lnc-WDR74-1:26	0.0	-	62619459	62623360	0,0,0	11	695,30,42,40,34,48,34,52,85,44,25,	16,710,739,780,819,852,899,932,983,1067,1110,
chr11	5301817	5302228	lnc-OR51B4-2:1	0.0	-	5301818	5302228	0,0,0	1	411,	0,
chr4	21844962	21854811	lnc-GPR125-2:1	0.0	-	21844963	21854811	0,0,0	1	9849,	0,
chr5	87686217	87732860	lnc-RASA1-3:22	0.0	+	87686218	87732860	0,0,0	3	61,123,772,	0,60,182,
chr14	102018558	102022013	lnc-HSP90AA1-4:13	0.0	-	102018559	102022013	0,0,0	1	3455,	0,
chr11	65265231	65273940	lnc-SCYL1-1:1	0.0	+	65265232	65273940	0,0,0	1	8709,	0,
chr3	116428633	116435887	lnc-GAP43-4:1	0.0	+	116428634	116435887	0,0,0	4	635,504,113,854,	0,634,1137,1249,
chr6	8652440	8654459	lnc-BMP6-3:2	0.0	+	8652441	8654459	0,0,0	3	183,303,17,	0,182,484,
chr10	24536052	24544975	lnc-THNSL1-1:1	0.0	+	24536053	24544975	0,0,0	2	1268,926,	7,1274,
chr11	5304903	5305952	lnc-OR51B4-1:1	0.0	-	5304904	5305952	0,0,0	20	388,7,11,16,20,22,39,17,7,16,25,15,6,9,9,5,8,16,183,196,	27,416,434,444,459,478,499,537,553,566,582,606,620,625,633,641,647,654,669,852,
chr9	21994788	22029563	lnc-MTAP-1:2	0.0	+	21994789	22029563	0,0,0	2	372,133,	0,371,
chr7	27161535	27168379	lnc-EVX1-6:6	0.0	+	27161536	27168379	0,0,0	4	110,201,1152,562,	0,109,309,1460,
chr11	2661766	2721228	lnc-CDKN1C-3:1	0.0	-	2661767	2721228	0,0,0	1	59462,	0,
chr5	139929651	139937678	lnc-SRA1-1:1	0.0	-	139929652	139937678	0,0,0	5	845,110,204,127,667,	16,860,969,1172,1298,
chr14	102023639	102026759	lnc-HSP90AA1-4:10	0.0	-	102023640	102026759	0,0,0	2	1532,172,	44,1575,
chr22	27053444	27072441	lnc-CRYBA4-1:17	0.0	+	27053445	27072441	0,0,0	5	174,84,1481,127,8322,	0,173,256,1736,1862,
chr6	136265387	136282959	lnc-MYB-5:1	0.0	+	136265388	136282959	0,0,0	32	336,60,37,30,73,19,8,28,69,573,154,1019,175,921,1132,4,851,63,131,171,341,372,99,840,847,619,31,934,2589,4951,39,48,	0,335,394,430,459,531,549,556,583,653,1228,1381,2399,2573,3493,4624,4627,5477,5539,5669,5839,6179,6550,6648,7487,8333,8951,8981,9914,12503,17453,17491,
chrX	73040493	73072588	lnc-NAP1L2-1:8	0.0	-	73040494	73072588	0,0,0	6	7326,165,210,138,65,11373,	0,7325,7489,7698,7835,7899,
chr1	231945689	231960682	lnc-EGLN1-2:1	0.0	-	231945690	231960682	0,0,0	20	1871,3124,581,232,1622,830,335,73,39,43,33,150,1063,1764,20,12,10,5,1476,1699,	0,1871,4994,5574,5806,7428,8257,8592,8665,8704,8746,8778,8927,9989,11753,11780,11793,11803,11819,13296,
chr10	85926987	85931832	lnc-LRIT2-1:2	0.0	-	85926988	85931832	0,0,0	5	630,283,278,1498,355,	-44610788,-44607991,-44604845,0,4490,
chr11	856879	859795	lnc-CHID1-1:1	0.0	-	856880	859795	0,0,0	2	1812,249,	0,2667,
chr3	127400340	127404145	lnc-MGLL-1:1	0.0	-	127400341	127404145	0,0,0	2	508,162,	0,3643,
chr20	62959555	62961294	lnc-PCMTD2-1:1	0.0	+	62959556	62961294	0,0,0	2	178,264,	0,1475,
chr11	124770621	124771240	lnc-ROBO4-1:1	0.0	-	124770622	124771240	0,0,0	2	293,23,	0,596,
chr11	134582350	134585997	lnc-GLB1L2-3:1	0.0	+	134582351	134585997	0,0,0	2	758,397,	0,3250,
chr14	77431396	77432196	lnc-C14orf166B-3:3	0.0	+	77431397	77432196	0,0,0	2	371,239,	0,561,
chr9	95770396	95777226	lnc-NINJ1-1:1	0.0	-	95770397	95777226	0,0,0	3	2323,1304,18,	0,5076,6812,
chr19	46893714	46896666	lnc-CCDC8-1:1	0.0	-	46893715	46896666	0,0,0	2	112,2599,	0,353,
chr5	140809957	140813405	lnc-DIAPH1-1:1	0.0	-	140809958	140813405	0,0,0	2	3043,266,	0,3182,
chr20	24997637	25002860	lnc-CST7-2:1	0.0	+	24997638	25002860	0,0,0	2	1107,3871,	0,1352,
chr12	53436972	53448222	lnc-SPRYD3-1:1	0.0	-	53436973	53448222	0,0,0	4	2465,101,179,118,	0,2772,10207,11132,
chr5	157053310	157079407	lnc-C5orf52-1:1	0.0	+	157053311	157079407	0,0,0	2	395,1102,	0,24995,
chr1	202590422	202594367	lnc-PPP1R12B-1:1	0.0	+	202590423	202594367	0,0,0	3	2834,338,113,	0,3244,3832,
chr12	27699982	27705706	lnc-MANSC4-1:2	0.0	-	27699983	27705706	0,0,0	3	2438,2413,226,	-25,0,5498,
chr5	178949496	178952173	lnc-HNRNPH1-1:1	0.0	-	178949497	178952173	0,0,0	2	1430,724,	0,1953,
chr15	69689242	69707368	lnc-ANP32A-2:1	0.0	-	69689243	69707368	0,0,0	3	845,55,878,	0,4069,17248,
chr7	27495995	27498410	lnc-EVX1-9:1	0.0	+	27495996	27498410	0,0,0	2	1003,1107,	0,1308,
chr7	12628111	12634824	lnc-VWDE-1:1	0.0	-	12628112	12634824	0,0,0	3	579,176,240,	0,4389,6473,
chr14	61769748	61789536	lnc-TMEM30B-1:1	0.0	-	61769749	61789536	0,0,0	2	4205,284,	0,19504,
chr2	198570093	198572227	lnc-BOLL-1:1	0.0	-	198570094	198572227	0,0,0	2	428,1487,	0,647,
chr18	6925476	6929868	lnc-LAMA1-1:2	0.0	-	6925477	6929868	0,0,0	7	241,154,119,928,100,118,87,	0,594,962,1179,2642,3373,4305,
chr16	84492864	84500967	lnc-KIAA1609-1:1	0.0	-	84492865	84500967	0,0,0	3	1635,1305,58,	0,2436,8045,
chr14	98424396	98444445	lnc-RP11-204N11.1.1-2:9	0.0	-	98424397	98444445	0,0,0	3	1761,275,132,	0,11213,19917,
chrX	51486515	51489023	lnc-NUDT11-2:1	0.0	-	51486516	51489023	0,0,0	2	806,1609,	0,899,
chr1	2121263	2166793	lnc-AL590822.1-2:1	0.0	-	2121264	2166793	0,0,0	2	1705,99,	0,45431,
chr13	66715499	66806206	lnc-AL445989.1-11:1	0.0	+	66715500	66806206	0,0,0	7	302,170,92,622,406,105,333,	-60868022,-60862985,-60860918,-60857873,0,3149,90374,
chr11	7458857	7482575	lnc-CYB5R2-2:4	0.0	-	7458858	7482575	0,0,0	4	4093,70,164,106,	0,12746,20169,23612,
chr19	16234470	16250702	lnc-CIB3-1:1	0.0	-	16234471	16250702	0,0,0	2	2829,158,	0,16074,
chr17	43339143	43345426	lnc-FMNL1-1:2	0.0	+	43339144	43345426	0,0,0	3	1615,216,644,	0,5336,5639,
chr19	19375870	19377728	lnc-NCAN-1:1	0.0	+	19375871	19377728	0,0,0	2	654,1134,	0,724,
chr3	15111581	15116145	lnc-NR2C2-1:1	0.0	+	15111582	15116145	0,0,0	2	2056,1624,	0,2940,
chr19	35332726	35340453	lnc-ZNF30-3:3	0.0	+	35332727	35340453	0,0,0	2	26,584,	0,7143,
chr17	72056003	72056911	lnc-BTBD17-2:4	0.0	-	72056004	72056911	0,0,0	2	475,33,	0,875,
chr15	98538124	98538931	lnc-RP11-82I10.1.1-2:4	0.0	-	98538125	98538931	0,0,0	2	310,376,	0,431,
chr16	79539485	79550170	lnc-WWOX-1:1	0.0	+	79539486	79550170	0,0,0	2	120,293,	0,10392,
chr4	188866787	188881648	lnc-TRIML2-1:1	0.0	-	188866788	188881648	0,0,0	2	229,183,	0,14678,
chr14	99751686	99763570	lnc-BCL11B-1:1	0.0	-	99751687	99763570	0,0,0	2	175,96,	0,11788,
chr11	32457283	32461636	lnc-EIF3M-1:3	0.0	+	32457284	32461636	0,0,0	2	109,2247,	0,108,
chr7	66437994	66440267	lnc-SBDS-1:2	0.0	-	66437995	66440267	0,0,0	2	207,35,	0,2238,
chr8	128988493	129007177	lnc-MYC-2:18	0.0	+	128988494	129007177	0,0,0	3	51,130,49,	0,12914,18635,
chr12	46848873	46878311	lnc-ARID2-2:7	0.0	+	46848874	46878311	0,0,0	3	51,110,71,	0,15062,29367,
chr8	1200379	1208883	lnc-DLGAP2-5:3	0.0	+	1200380	1208883	0,0,0	2	193,33,	0,8471,
chr14	71759517	71788530	lnc-MAP3K9-2:9	0.0	-	71759518	71788530	0,0,0	3	102,194,32,	0,2462,28981,
chr2	130046527	130112031	lnc-RAB6C-4:2	0.0	+	130046528	130112031	0,0,0	2	224,34,	0,65470,
chr2	221677539	221718147	lnc-EPHA4-2:1	0.0	-	221677540	221718147	0,0,0	2	112,104,	0,40504,
chr1	79868875	79871942	lnc-IFI44-2:5	0.0	+	79868876	79871942	0,0,0	3	52,185,24,	0,781,3043,
chr1	79775370	79871942	lnc-IFI44-2:3	0.0	+	79775371	79871942	0,0,0	3	35,185,24,	0,94286,96548,
chr2	177502935	177520465	lnc-MTX2-1:2	0.0	+	177502936	177520465	0,0,0	4	34,83,57,40,	0,1283,17256,17490,
chr18	11471227	11490670	lnc-RP11-677O4.1.1-1:1	0.0	-	11471228	11490670	0,0,0	2	52,205,	0,19238,
chr2	118802881	118815356	lnc-INSIG2-1:4	0.0	+	118802882	118815356	0,0,0	2	77,149,	0,12326,
chr14	105565089	105565468	lnc-C14orf79-2:10	0.0	+	105565090	105565468	0,0,0	2	138,88,	0,291,
chr5	87688107	87732764	lnc-RASA1-3:26	0.0	+	87688108	87732764	0,0,0	3	52,123,676,	0,51,173,
chr5	90609520	90610208	lnc-ARRDC3-1:2	0.0	-	90609521	90610208	0,0,0	3	74,165,60,	0,376,628,
chr19	22715523	22716267	lnc-ZNF492-1:2	0.0	+	22715524	22716267	0,0,0	2	193,86,	0,658,
chr20	51226719	51233330	lnc-ZFP64-4:4	0.0	-	51226720	51233330	0,0,0	3	114,76,52,	0,1529,6559,
chr7	82323789	82324640	lnc-PCLO-2:1	0.0	-	82323790	82324640	0,0,0	2	200,28,	0,823,
chr15	93632684	93684750	lnc-CHD2-2:1	0.0	+	93632685	93684750	0,0,0	4	34,96,145,64,	0,16749,17917,52002,
chr15	93632684	93656558	lnc-CHD2-2:2	0.0	+	93632685	93656558	0,0,0	4	34,96,145,36,	0,16749,17917,23838,
chr15	31510720	31511604	lnc-KLF13-1:3	0.0	+	31510721	31511604	0,0,0	2	126,113,	0,771,
chr10	13562373	13570545	lnc-FRMD4A-1:4	0.0	-	13562374	13570545	0,0,0	3	53,84,73,	0,5764,8099,
chr16	72459900	72461323	lnc-PMFBP1-3:1	0.0	-	72459901	72461323	0,0,0	2	266,35,	0,1388,
chr5	74244126	74271554	lnc-NSA2-1:1	0.0	+	74244127	74271554	0,0,0	2	89,128,	0,27300,
chr2	43401091	43411668	lnc-ZFP36L2-1:1	0.0	-	43401092	43411668	0,0,0	3	168,91,41,	0,1629,10536,
chr3	195367105	195377054	lnc-AC069257.9.1-3:1	0.0	+	195367106	195377054	0,0,0	2	172,39,	0,9910,
chr14	34596273	34638853	lnc-SPTSSA-1:1	0.0	-	34596274	34638853	0,0,0	2	77,157,	0,42423,
chr13	35003657	35075454	lnc-NBEA-4:1	0.0	+	35003658	35075454	0,0,0	3	34,131,47,	0,71280,71750,
chr15	62682795	62897079	lnc-C2CD4A-4:1	0.0	+	62682796	62897079	0,0,0	3	89,76,68,	0,199090,214216,
chr7	30430523	30451991	lnc-GARS-2:4	0.0	+	30430524	30451991	0,0,0	3	128,57,45,	0,20990,21423,
chr8	27041830	27067655	lnc-RP11-521M14.2.1-1:2	0.0	+	27041831	27067655	0,0,0	3	74,65,97,	0,22141,25728,
chr11	62168659	62169776	lnc-AHNAK-2:1	0.0	-	62168660	62169776	0,0,0	2	224,46,	0,1071,
chr2	31990951	31997991	lnc-DPY30-2:1	0.0	-	31990952	31997991	0,0,0	2	94,160,	0,6880,
chr1	78717386	78758219	lnc-PTGFR-1:7	0.0	+	78717387	78758219	0,0,0	2	175,56,	0,40777,
chr1	78689325	78717247	lnc-PTGFR-1:1	0.0	+	78689326	78717247	0,0,0	3	33,133,70,	0,1629,27852,
chr13	66503636	66510480	lnc-AL445989.1-8:1	0.0	+	66503637	66510480	0,0,0	2	217,62,	0,6782,
chrX	149391377	149391818	lnc-MAGEA8-1:10	0.0	+	149391378	149391818	0,0,0	2	103,117,	0,324,
chr8	20812726	20813347	lnc-ATP6V1B2-4:9	0.0	+	20812727	20813347	0,0,0	2	50,152,	0,469,
chr8	20811153	20852334	lnc-ATP6V1B2-4:5	0.0	+	20811154	20852334	0,0,0	3	51,121,44,	0,9138,41137,
chr9	7782482	7788735	lnc-C9orf123-1:2	0.0	-	7782483	7788735	0,0,0	3	29,194,61,	0,4653,6192,
chr2	54950820	54951863	lnc-SPTBN1-4:1	0.0	+	54950821	54951863	0,0,0	2	94,178,	0,865,
chr8	77396210	77403443	lnc-PEX2-2:7	0.0	-	77396211	77403443	0,0,0	2	100,134,	0,7099,
chr8	13487183	13494954	lnc-C8orf48-1:3	0.0	+	13487184	13494954	0,0,0	3	78,154,22,	0,2017,7749,
chr6	171045432	171046759	lnc-PDCD2-2:1	0.0	-	171045433	171046759	0,0,0	2	50,171,	0,1156,
chr1	1210602	1215800	lnc-SCNN1D-1:2	0.0	+	1210603	1215800	0,0,0	3	77,81,110,	0,3845,5088,
chr11	91528476	91536488	lnc-RP11-201M22.1.1-1:8	0.0	+	91528477	91536488	0,0,0	3	98,110,31,	0,688,7981,
chr2	99388254	99388552	lnc-C2orf55-1:1	0.0	-	99388255	99388552	0,0,0	2	109,101,	0,197,
chr15	91221715	91256533	lnc-HDDC3-1:1	0.0	-	91221716	91256533	0,0,0	2	133,136,	0,34682,
chr5	133135103	133156483	lnc-TCF7-3:1	0.0	+	133135104	133156483	0,0,0	3	74,119,51,	0,17039,21329,
chr13	22182228	22183804	lnc-FGF9-2:1	0.0	+	22182229	22183804	0,0,0	2	160,46,	0,1530,
chr2	13121235	13143992	lnc-NTSR2-3:5	0.0	-	13121236	13143992	0,0,0	3	9,154,44,	0,20477,22713,
chr9	76538980	76593537	lnc-RORB-2:3	0.0	+	76538981	76593537	0,0,0	3	53,176,23,	0,11825,54534,
chr6	120200453	120201751	lnc-ASF1A-3:1	0.0	+	120200454	120201751	0,0,0	2	204,34,	0,1264,
chr6	88717725	88729647	lnc-SPACA1-1:1	0.0	+	88717726	88729647	0,0,0	2	38,190,	0,11732,
chr1	246948951	246949406	lnc-AHCTF1-1:1	0.0	-	246948952	246949406	0,0,0	4	43,30,30,142,	0,103,193,313,
chr19	36803409	36812079	lnc-ZNF146-1:7	0.0	+	36803410	36812079	0,0,0	2	128,158,	0,8512,
chr21	34402768	34406690	lnc-C21orf54-3:2	0.0	-	34402769	34406690	0,0,0	2	225,7,	0,3915,
chr12	70219288	70220910	lnc-RAB3IP-1:1	0.0	+	70219289	70220910	0,0,0	2	55,148,	0,1474,
chr15	86653700	86659952	lnc-KLHL25-3:1	0.0	-	86653701	86659952	0,0,0	2	70,141,	0,6111,
chr15	98539313	98559824	lnc-RP11-82I10.1.1-2:1	0.0	-	98539314	98559824	0,0,0	2	110,166,	0,20345,
chr14	23956449	23978797	lnc-THTPA-2:1	0.0	+	23956450	23978797	0,0,0	2	16,249,	0,22099,
chr4	111923365	111935138	lnc-PITX2-2:1	0.0	-	111923366	111935138	0,0,0	3	116,148,20,	0,8105,11753,
chr1	27852315	27857072	lnc-GPR3-2:1	0.0	+	27852316	27857072	0,0,0	2	81,202,	0,4555,
chr13	23507414	23508772	lnc-SGCG-5:4	0.0	+	23507415	23508772	0,0,0	2	36,170,	0,1188,
chr11	76468327	76469327	lnc-TSKU-1:4	0.0	+	76468328	76469327	0,0,0	2	15,235,	0,765,
chr14	70892662	70920240	lnc-SYNJ2BP-1:2	0.0	-	70892663	70920240	0,0,0	2	145,117,	0,27461,
chr16	19379154	19404876	lnc-GDE1-1:2	0.0	-	19379155	19404876	0,0,0	2	45,179,	0,25543,
chr20	43808763	43816966	lnc-PI3-1:5	0.0	+	43808764	43816966	0,0,0	3	12,132,105,	0,4924,8098,
