#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds
152	TCONS_00000242	chr1	+	83368865	83632498	83632498	83632498	11	83368865,83373150,83457542,83462397,83463155,83541823,83551894,83559483,83562547,83626288,83632386,	83369506,83373265,83457663,83462459,83463272,83541907,83551997,83559666,83562660,83626349,83632498,
152	TCONS_l2_00001306	chr1	-	83485231	83568608	83568608	83568608	2	83485231,83568584,	83487111,83568608,
153	TCONS_00001008	chr1	+	83982444	84039951	84039951	84039951	3	83982444,84006232,84039502,	83982530,84006314,84039951,
154	TCONS_00001552	chr1	-	85063634	85086673	85086673	85086673	3	85063634,85084415,85086439,	85063779,85084564,85086673,
160	TCONS_00001584	chr1	-	92010898	92035089	92035089	92035089	2	92010898,92034969,	92012833,92035089,
163	TCONS_l2_00002568	chr1	-	95104016	95285652	95285652	95285652	5	95104016,95144980,95197813,95207824,95285511,	95104114,95145163,95197993,95207970,95285652,
163	TCONS_l2_00002569	chr1	-	95123089	95285834	95285834	95285834	5	95123089,95144980,95170994,95197813,95285511,	95123611,95145163,95171113,95197993,95285834,
163	TCONS_l2_00001388	chr1	-	95123431	95171013	95171013	95171013	3	95123431,95144980,95170994,	95123608,95145163,95171013,
163	TCONS_l2_00002570	chr1	-	95138452	95197901	95197901	95197901	3	95138452,95144980,95197813,	95138827,95145163,95197901,
163	TCONS_l2_00001390	chr1	-	95138468	95285827	95285827	95285827	3	95138468,95144980,95285511,	95138827,95145163,95285827,
163	TCONS_l2_00002571	chr1	-	95138684	95285775	95285775	95285775	4	95138684,95144980,95170994,95285511,	95138827,95145163,95171113,95285775,
163	TCONS_l2_00001391	chr1	-	95144636	95171735	95171735	95171735	3	95144636,95170994,95171700,	95145163,95171113,95171735,
163	TCONS_l2_00002572	chr1	-	95144980	95285766	95285766	95285766	2	95144980,95285511,	95145163,95285766,
163	TCONS_l2_00001392	chr1	-	95145056	95208023	95208023	95208023	3	95145056,95197813,95207824,	95145163,95197993,95208023,
164	TCONS_00000007	chr1	+	95940292	95944912	95944912	95944912	4	95940292,95940869,95942299,95942894,	95940731,95940930,95942536,95944912,
165	TCONS_00000585	chr1	-	96719624	96839681	96839681	96839681	6	96719624,96769039,96769828,96818709,96820781,96839637,	96721306,96769120,96769894,96818788,96820823,96839681,
166	TCONS_00001603	chr1	-	98398901	98440557	98440557	98440557	3	98398901,98407128,98440519,	98399725,98407296,98440557,
167	TCONS_l2_00002108	chr1	+	98676302	98738214	98738214	98738214	3	98676302,98715001,98736150,	98676366,98715102,98738214,
170	TCONS_00000263	chr1	+	101815604	101855859	101855859	101855859	2	101815604,101855225,	101815741,101855859,
171	TCONS_00000591	chr1	-	103228877	103319398	103319398	103319398	7	103228877,103232112,103233078,103233330,103238513,103265359,103319147,	103229061,103232212,103233186,103233358,103238648,103265484,103319398,
172	TCONS_00001614	chr1	-	103821658	104068139	104068139	104068139	4	103821658,103971908,103975512,104068017,	103821705,103971995,103975718,104068139,
174	TCONS_l2_00001430	chr1	-	106469904	106565836	106565836	106565836	7	106469904,106494829,106495125,106495993,106531071,106534775,106565703,	106470336,106494901,106495222,106496334,106531129,106534966,106565836,
174	TCONS_l2_00002592	chr1	-	106470245	106565834	106565834	106565834	4	106470245,106531071,106534787,106565703,	106470336,106531129,106534966,106565834,
174	TCONS_00001084	chr1	+	106508401	106581195	106581195	106581195	2	106508401,106580971,	106508444,106581195,
178	TCONS_l2_00002129	chr1	+	111016377	111031285	111031285	111031285	8	111016377,111016565,111025396,111026535,111027097,111027448,111029507,111031144,	111016416,111016704,111025547,111026653,111027243,111027700,111029707,111031285,
181	TCONS_00000604	chr1	-	113362791	113392437	113392437	113392437	4	113362791,113366274,113368134,113392301,	113363160,113366376,113368294,113392437,
181	TCONS_00000095	chr1	-	113362795	113393265	113393265	113393265	7	113362795,113366274,113368134,113371098,113383109,113391575,113392301,	113363163,113366376,113368294,113371133,113383202,113391672,113393265,
181	TCONS_00000605	chr1	-	113362911	113392401	113392401	113392401	5	113362911,113366274,113368134,113383109,113392301,	113363160,113366376,113368294,113383202,113392401,
183	TCONS_00001113	chr1	+	115724042	115765741	115765741	115765741	2	115724042,115764418,	115724080,115765741,
209	TCONS_l2_00001486	chr1	-	142785221	142890973	142890973	142890973	5	142785221,142805093,142815916,142888738,142890813,	142785535,142805361,142816004,142888797,142890973,
209	TCONS_l2_00001487	chr1	-	142785296	142890997	142890997	142890997	3	142785296,142888738,142890813,	142785535,142888797,142890997,
209	TCONS_l2_00002625	chr1	-	142803224	142888797	142888797	142888797	4	142803224,142805093,142815916,142888738,	142804609,142805361,142816004,142888797,
209	TCONS_l2_00001488	chr1	-	142804651	142891271	142891271	142891271	5	142804651,142815916,142888738,142890213,142890813,	142805361,142816004,142888797,142890432,142891271,
209	TCONS_l2_00002626	chr1	-	142804898	142890670	142890670	142890670	5	142804898,142810259,142815916,142888738,142890213,	142805361,142810304,142816004,142888797,142890670,
209	TCONS_l2_00001489	chr1	-	142804980	142888877	142888877	142888877	3	142804980,142815916,142888738,	142805361,142816004,142888877,
209	TCONS_l2_00001492	chr1	-	142805369	142891006	142891006	142891006	4	142805369,142815916,142888738,142890831,	142805376,142816004,142888797,142891006,
209	TCONS_l2_00001493	chr1	-	142810276	142890969	142890969	142890969	4	142810276,142815916,142888738,142890813,	142810304,142816004,142888797,142890969,
209	TCONS_l2_00001494	chr1	-	142814171	142891006	142891006	142891006	4	142814171,142815916,142888738,142890813,	142814195,142816004,142888797,142891006,
209	TCONS_l2_00002628	chr1	-	143118703	143194342	143194342	143194342	2	143118703,143194121,	143119179,143194342,
209	TCONS_l2_00002635	chr1	-	143211527	143272754	143272754	143272754	11	143211527,143213092,143217309,143223330,143223494,143226313,143227880,143230341,143233090,143267351,143272621,	143211705,143213256,143217380,143223403,143223523,143226395,143228075,143230411,143233121,143267488,143272754,
209	TCONS_l2_00001496	chr1	-	143217318	143274743	143274743	143274743	9	143217318,143223330,143223494,143226313,143230341,143231114,143233090,143267351,143274726,	143217380,143223403,143223523,143226395,143230411,143231186,143233121,143267488,143274743,
209	TCONS_l2_00001497	chr1	-	143230400	143272643	143272643	143272643	5	143230400,143231114,143233090,143267351,143272621,	143230411,143231186,143233121,143267488,143272643,
209	TCONS_l2_00001498	chr1	-	143231322	143272639	143272639	143272639	3	143231322,143267351,143272621,	143233121,143267488,143272639,
209	TCONS_l2_00002642	chr1	-	143236904	143275032	143275032	143275032	6	143236904,143260228,143263626,143265416,143267351,143274726,	143237080,143260323,143263742,143265534,143267488,143275032,
209	TCONS_l2_00002162	chr1	+	143377280	143398889	143398889	143398889	6	143377280,143380463,143391567,143392442,143393990,143398835,	143378913,143380613,143391849,143392656,143394152,143398889,
209	TCONS_l2_00000560	chr1	+	143386145	143399041	143399041	143399041	5	143386145,143391567,143392442,143393990,143398835,	143386173,143391849,143392656,143394211,143399041,
209	TCONS_l2_00002168	chr1	+	143391567	143401533	143401533	143401533	7	143391567,143392442,143393990,143397624,143398835,143399694,143401361,	143391849,143392656,143394211,143397670,143398889,143399814,143401533,
209	TCONS_l2_00002167	chr1	+	143391567	143399813	143399813	143399813	4	143391567,143397624,143398835,143399694,	143391849,143397670,143398889,143399813,
209	TCONS_l2_00002166	chr1	+	143391567	143399528	143399528	143399528	4	143391567,143392442,143393990,143398835,	143391849,143392656,143394211,143399528,
209	TCONS_l2_00002165	chr1	+	143391567	143394444	143394444	143394444	2	143391567,143393990,	143391849,143394444,
209	TCONS_l2_00000561	chr1	+	143392418	143405365	143405365	143405365	4	143392418,143393990,143398835,143401687,	143392656,143394044,143398889,143405365,
209	TCONS_l2_00002169	chr1	+	143392442	143399814	143399814	143399814	3	143392442,143393990,143399694,	143392656,143394044,143399814,
209	TCONS_l2_00002170	chr1	+	143392449	143394444	143394444	143394444	2	143392449,143393990,	143392656,143394444,
209	TCONS_l2_00000562	chr1	+	143392634	143399672	143399672	143399672	4	143392634,143393990,143398835,143399655,	143392656,143394211,143398891,143399672,
213	TCONS_l2_00001505	chr1	-	146853354	146989742	146989742	146989742	5	146853354,146856389,146986157,146987343,146989265,	146854282,146856585,146986268,146987499,146989742,
213	TCONS_l2_00001506	chr1	-	146853354	146989742	146989742	146989742	5	146853354,146856389,146986157,146987343,146989265,	146855771,146856585,146986268,146987499,146989742,
213	TCONS_l2_00001507	chr1	-	146853853	146989682	146989682	146989682	5	146853853,146856389,146986157,146987343,146989265,	146853890,146856585,146986268,146987499,146989682,
222	TCONS_l2_00000650	chr1	+	157152694	157157512	157157512	157157512	3	157152694,157154909,157156750,	157153042,157155203,157157512,
222	TCONS_l2_00002223	chr1	+	157155177	157157195	157157195	157157195	2	157155177,157156750,	157155203,157157195,
238	TCONS_l2_00002714	chr1	-	173204198	173446294	173446294	173446294	3	173204198,173431462,173445770,	173209162,173431593,173446294,
238	TCONS_l2_00001622	chr1	-	173386949	173429721	173429721	173429721	3	173386949,173411057,173429516,	173387761,173411153,173429721,
238	TCONS_l2_00002715	chr1	-	173387087	173430501	173430501	173430501	2	173387087,173429516,	173387761,173430501,
238	TCONS_l2_00002716	chr1	-	173387212	173411236	173411236	173411236	3	173387212,173409601,173411057,	173387761,173409889,173411236,
238	TCONS_l2_00001623	chr1	-	173387382	173411193	173411193	173411193	2	173387382,173411057,	173387761,173411193,
238	TCONS_l2_00001624	chr1	-	173392457	173411063	173411063	173411063	3	173392457,173409601,173411057,	173393113,173409889,173411063,
238	TCONS_l2_00001625	chr1	-	173393070	173446246	173446246	173446246	3	173393070,173431462,173445768,	173393113,173431593,173446246,
242	TCONS_00000692	chr1	-	177362422	177546084	177546084	177546084	3	177362422,177542862,177545845,	177362924,177542919,177546084,
246	TCONS_00000346	chr1	+	182055685	182059247	182059247	182059247	3	182055685,182057405,182058499,	182055876,182057611,182059247,
246	TCONS_l2_00002728	chr1	-	182098444	182213534	182213534	182213534	17	182098444,182099947,182100123,182100306,182100521,182100824,182102463,182122858,182125763,182131478,182131982,182136220,182173019,182173783,182188645,182212258,182213489,	182098625,182100012,182100219,182100376,182100619,182100945,182102550,182122965,182125833,182131578,182132903,182136359,182173240,182173842,182188823,182212331,182213534,
246	TCONS_l2_00001664	chr1	-	182159282	182213533	182213533	182213533	4	182159282,182173019,182173783,182213489,	182159374,182173240,182173900,182213533,
246	TCONS_l2_00002730	chr1	-	182173079	182283196	182283196	182283196	3	182173079,182282624,182283082,	182173240,182282920,182283196,
251	TCONS_00000350	chr1	+	187061973	187329455	187329455	187329455	4	187061973,187272597,187298122,187328846,	187062078,187272671,187298192,187329455,
251	TCONS_00000351	chr1	+	187412737	187439371	187439371	187439371	2	187412737,187439202,	187412858,187439371,
251	TCONS_00000352	chr1	+	187412759	187446354	187446354	187446354	3	187412759,187439202,187446151,	187412858,187439324,187446354,
252	TCONS_00000353	chr1	+	188477668	188505596	188505596	188505596	4	188477668,188498326,188504886,188505263,	188477796,188498508,188504989,188505596,
254	TCONS_00001227	chr1	+	190447355	190450667	190450667	190450667	2	190447355,190449474,	190447622,190450667,
254	TCONS_00000060	chr1	+	190447389	190450523	190450523	190450523	3	190447389,190448211,190449474,	190447622,190448270,190450523,
254	TCONS_00002206	chr1	+	190447592	190448271	190448271	190448271	2	190447592,190448170,	190447761,190448271,
254	TCONS_00001228	chr1	+	190447610	190463251	190463251	190463251	3	190447610,190449474,190462967,	190447761,190449704,190463251,
254	TCONS_l2_00002266	chr1	+	190594019	190770787	190770787	190770787	5	190594019,190707567,190760643,190762635,190768930,	190594163,190707640,190760693,190762726,190770787,
257	TCONS_00000361	chr1	+	193273874	193335083	193335083	193335083	4	193273874,193318262,193320233,193334777,	193274068,193318405,193320369,193335083,
264	TCONS_00000061	chr1	+	200380927	200444641	200444641	200444641	2	200380927,200443036,	200381090,200444641,
264	TCONS_l2_00000749	chr1	+	200929144	200934218	200934218	200934218	2	200929144,200934158,	200929561,200934218,
267	TCONS_l2_00001718	chr1	-	204336583	204347045	204347045	204347045	3	204336583,204340657,204346710,	204336984,204340734,204347045,
268	TCONS_00001780	chr1	-	205251238	205264218	205264218	205264218	2	205251238,205264160,	205251670,205264218,
270	TCONS_l2_00000782	chr1	+	207352621	207357525	207357525	207357525	4	207352621,207354719,207355892,207357006,	207352733,207354887,207356068,207357525,
270	TCONS_l2_00000783	chr1	+	207352736	207357393	207357393	207357393	4	207352736,207354719,207355892,207357006,	207352840,207354887,207356068,207357393,
272	TCONS_l2_00001739	chr1	-	209320563	209324846	209324846	209324846	2	209320563,209324749,	209320939,209324846,
272	TCONS_l2_00002758	chr1	-	209320611	209328446	209328446	209328446	3	209320611,209324749,209328402,	209320939,209324850,209328446,
277	TCONS_00002585	chr1	-	213995699	214089305	214089305	214089305	4	213995699,214068005,214068736,214089277,	213995776,214068086,214068861,214089305,
277	TCONS_00001819	chr1	-	214427428	214452637	214452637	214452637	2	214427428,214452056,	214436307,214452637,
277	TCONS_00001818	chr1	-	214427428	214438314	214438314	214438314	2	214427428,214438278,	214436307,214438314,
282	TCONS_l2_00002770	chr1	-	219254318	219347093	219347093	219347093	5	219254318,219259836,219323280,219329461,219346811,	219255285,219260002,219323373,219329541,219347093,
282	TCONS_l2_00001780	chr1	-	219259853	219347102	219347102	219347102	4	219259853,219323280,219329461,219346811,	219260002,219323373,219329541,219347102,
282	TCONS_l2_00001781	chr1	-	219268629	219347070	219347070	219347070	4	219268629,219323280,219329461,219346811,	219268672,219323373,219329541,219347070,
282	TCONS_00001278	chr1	+	219391857	219467786	219467786	219467786	2	219391857,219467718,	219392054,219467786,
282	TCONS_00002232	chr1	+	219391857	219419234	219419234	219419234	3	219391857,219414540,219419200,	219392054,219414650,219419234,
286	TCONS_l2_00001800	chr1	-	224133091	224222680	224222680	224222680	3	224133091,224218405,224222655,	224133408,224218498,224222680,
300	TCONS_l2_00000915	chr1	+	238110307	238164646	238164646	238164646	2	238110307,238163717,	238110533,238164646,
300	TCONS_l2_00002344	chr1	+	238648744	238701605	238701605	238701605	4	238648744,238652401,238696748,238698985,	238648873,238652488,238696812,238701605,
303	TCONS_l2_00000926	chr1	+	241815560	241842840	241842840	241842840	5	241815560,241823831,241834375,241837945,241842786,	241815931,241823962,241834478,241838049,241842840,
305	TCONS_00000011	chr1	+	244080703	244210617	244210617	244210617	12	244080703,244141711,244166684,244168359,244173322,244173998,244188267,244190537,244204728,244206724,244208529,244210193,	244080828,244141821,244166802,244168460,244173394,244174222,244188371,244190736,244204857,244206851,244208593,244210617,
308	TCONS_l2_00001903	chr1	-	246933183	246940597	246940597	246940597	2	246933183,246939841,	246939555,246940597,
308	TCONS_l2_00001904	chr1	-	246934113	246940350	246940350	246940350	2	246934113,246940235,	246939986,246940350,
308	TCONS_l2_00001905	chr1	-	246934660	246945218	246945218	246945218	9	246934660,246939364,246939841,246940235,246940575,246942114,246943596,246944250,246944891,	246935293,246939555,246939982,246940342,246940742,246942249,246943871,246944359,246945218,
308	TCONS_00001351	chr1	+	246938404	246944084	246944084	246944084	3	246938404,246940280,246943685,	246939570,246940404,246944084,
308	TCONS_00000072	chr1	+	246939314	246955685	246955685	246955685	6	246939314,246943685,246944780,246952918,246953747,246955358,	246940404,246943885,246944929,246953000,246954497,246955685,
308	TCONS_00002270	chr1	+	246939364	246955666	246955666	246955666	6	246939364,246940280,246943685,246952809,246953747,246955358,	246939570,246940404,246943885,246953000,246954148,246955666,
308	TCONS_00000430	chr1	+	246939392	246952902	246952902	246952902	4	246939392,246940280,246943685,246952809,	246939570,246940404,246943885,246952902,
308	TCONS_00000431	chr1	+	246939393	246944856	246944856	246944856	4	246939393,246940280,246943685,246944780,	246939570,246940404,246943811,246944856,
585	TCONS_l2_00002359	chr1	-	16606	29370	29370	29370	8	16606,16853,17232,17605,17914,18267,24737,29320,	16765,17055,17368,17742,18061,18379,24891,29370,
585	TCONS_l2_00002363	chr1	-	16857	29961	29961	29961	7	16857,17232,17605,17914,18267,24737,29823,	17055,17368,17742,18061,18379,24891,29961,
585	TCONS_l2_00002362	chr1	-	16857	29370	29370	29370	8	16857,17232,17605,17914,18267,18912,24737,29320,	17055,17368,17742,18061,18366,19139,24891,29370,
585	TCONS_l2_00002361	chr1	-	16857	19759	19759	19759	6	16857,17232,17605,17914,18267,18912,	17055,17368,17742,18061,18379,19759,
585	TCONS_l2_00002360	chr1	-	16857	17751	17751	17751	2	16857,17232,	17055,17751,
